/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset photo train_idx: 1123, val_idx: 374, test_idx: 5990
Debug: Dataset photo train_idx: 10, val_idx: 10, test_idx: 10
Dataset: photo | #Nodes: 7487 | #Edges: 238087 | #Classes: 8 |#Features: 745
Epoch 00081 | Loss(train) 0.7968 | Acc(train) 0.7088 | Acc(val) 0.8690 |*
Epoch 00082 | Loss(train) 0.7853 | Acc(train) 0.7213 | Acc(val) 0.8636 |
Epoch 00083 | Loss(train) 0.8166 | Acc(train) 0.7053 | Acc(val) 0.8717 |*
Epoch 00084 | Loss(train) 0.7976 | Acc(train) 0.7311 | Acc(val) 0.8690 |
Epoch 00085 | Loss(train) 0.8032 | Acc(train) 0.7159 | Acc(val) 0.8663 |
Epoch 00086 | Loss(train) 0.7884 | Acc(train) 0.7213 | Acc(val) 0.8717 |
Epoch 00087 | Loss(train) 0.8261 | Acc(train) 0.7302 | Acc(val) 0.8717 |
Epoch 00088 | Loss(train) 0.7736 | Acc(train) 0.7257 | Acc(val) 0.8717 |
Epoch 00089 | Loss(train) 0.7995 | Acc(train) 0.7293 | Acc(val) 0.8690 |
Epoch 00090 | Loss(train) 0.7617 | Acc(train) 0.7391 | Acc(val) 0.8743 |*
Epoch 00091 | Loss(train) 0.7679 | Acc(train) 0.7329 | Acc(val) 0.8690 |
Epoch 00092 | Loss(train) 0.7791 | Acc(train) 0.7409 | Acc(val) 0.8770 |*
Epoch 00093 | Loss(train) 0.7494 | Acc(train) 0.7391 | Acc(val) 0.8610 |
Epoch 00094 | Loss(train) 0.8699 | Acc(train) 0.6928 | Acc(val) 0.8824 |*
Epoch 00095 | Loss(train) 0.8370 | Acc(train) 0.7115 | Acc(val) 0.8717 |
Epoch 00096 | Loss(train) 0.7512 | Acc(train) 0.7409 | Acc(val) 0.8583 |
Epoch 00097 | Loss(train) 0.8341 | Acc(train) 0.7008 | Acc(val) 0.8743 |
Epoch 00098 | Loss(train) 0.7520 | Acc(train) 0.7293 | Acc(val) 0.8770 |
Epoch 00099 | Loss(train) 0.8066 | Acc(train) 0.7124 | Acc(val) 0.8743 |
Epoch 00100 | Loss(train) 0.7658 | Acc(train) 0.7275 | Acc(val) 0.8636 |
Epoch 00101 | Loss(train) 0.7512 | Acc(train) 0.7596 | Acc(val) 0.8636 |
Epoch 00102 | Loss(train) 0.7526 | Acc(train) 0.7427 | Acc(val) 0.8690 |
Epoch 00103 | Loss(train) 0.7638 | Acc(train) 0.7320 | Acc(val) 0.8717 |
Epoch 00104 | Loss(train) 0.7373 | Acc(train) 0.7444 | Acc(val) 0.8717 |
Epoch 00105 | Loss(train) 0.7940 | Acc(train) 0.7311 | Acc(val) 0.8743 |
Epoch 00106 | Loss(train) 0.7291 | Acc(train) 0.7444 | Acc(val) 0.8583 |
Epoch 00107 | Loss(train) 0.8069 | Acc(train) 0.7177 | Acc(val) 0.8663 |
Epoch 00108 | Loss(train) 0.7460 | Acc(train) 0.7418 | Acc(val) 0.8690 |
Epoch 00109 | Loss(train) 0.8424 | Acc(train) 0.7346 | Acc(val) 0.8743 |
Epoch 00110 | Loss(train) 0.7946 | Acc(train) 0.7017 | Acc(val) 0.8690 |
Epoch 00111 | Loss(train) 0.7229 | Acc(train) 0.7427 | Acc(val) 0.8690 |
Epoch 00112 | Loss(train) 0.7489 | Acc(train) 0.7427 | Acc(val) 0.8690 |
Epoch 00113 | Loss(train) 0.7616 | Acc(train) 0.7284 | Acc(val) 0.8743 |
Epoch 00114 | Loss(train) 0.7288 | Acc(train) 0.7480 | Acc(val) 0.8824 |
Epoch 00115 | Loss(train) 0.7464 | Acc(train) 0.7346 | Acc(val) 0.8930 |*
Epoch 00116 | Loss(train) 0.8274 | Acc(train) 0.7195 | Acc(val) 0.8717 |
Epoch 00117 | Loss(train) 0.7633 | Acc(train) 0.7444 | Acc(val) 0.8636 |
Epoch 00118 | Loss(train) 0.7420 | Acc(train) 0.7346 | Acc(val) 0.8610 |
Epoch 00119 | Loss(train) 0.7712 | Acc(train) 0.7409 | Acc(val) 0.8770 |
Epoch 00120 | Loss(train) 0.7290 | Acc(train) 0.7533 | Acc(val) 0.8904 |
Epoch 00121 | Loss(train) 0.7164 | Acc(train) 0.7516 | Acc(val) 0.8797 |
Epoch 00122 | Loss(train) 0.7822 | Acc(train) 0.7435 | Acc(val) 0.8770 |
Epoch 00123 | Loss(train) 0.7175 | Acc(train) 0.7453 | Acc(val) 0.8663 |
Epoch 00124 | Loss(train) 0.7282 | Acc(train) 0.7435 | Acc(val) 0.8690 |
Epoch 00125 | Loss(train) 0.7285 | Acc(train) 0.7427 | Acc(val) 0.8797 |
Epoch 00126 | Loss(train) 0.7443 | Acc(train) 0.7373 | Acc(val) 0.8770 |
Epoch 00127 | Loss(train) 0.6880 | Acc(train) 0.7622 | Acc(val) 0.8770 |
Epoch 00128 | Loss(train) 0.7680 | Acc(train) 0.7337 | Acc(val) 0.8743 |
Epoch 00129 | Loss(train) 0.7319 | Acc(train) 0.7551 | Acc(val) 0.8797 |
Epoch 00130 | Loss(train) 0.7389 | Acc(train) 0.7480 | Acc(val) 0.8770 |
Epoch 00131 | Loss(train) 0.6857 | Acc(train) 0.7658 | Acc(val) 0.8770 |
Epoch 00132 | Loss(train) 0.8806 | Acc(train) 0.7533 | Acc(val) 0.8690 |
Epoch 00133 | Loss(train) 0.6946 | Acc(train) 0.7667 | Acc(val) 0.8636 |
Epoch 00134 | Loss(train) 0.6964 | Acc(train) 0.7578 | Acc(val) 0.8743 |
Epoch 00135 | Loss(train) 0.7101 | Acc(train) 0.7498 | Acc(val) 0.8850 |
Epoch 00136 | Loss(train) 0.7399 | Acc(train) 0.7355 | Acc(val) 0.8770 |
Epoch 00137 | Loss(train) 0.6854 | Acc(train) 0.7551 | Acc(val) 0.8770 |
Epoch 00138 | Loss(train) 0.7269 | Acc(train) 0.7293 | Acc(val) 0.8743 |
Epoch 00139 | Loss(train) 0.6764 | Acc(train) 0.7578 | Acc(val) 0.8770 |
Epoch 00140 | Loss(train) 0.6951 | Acc(train) 0.7774 | Acc(val) 0.8824 |
Epoch 00141 | Loss(train) 0.6849 | Acc(train) 0.7676 | Acc(val) 0.8743 |
Epoch 00142 | Loss(train) 0.7606 | Acc(train) 0.7667 | Acc(val) 0.8663 |
Epoch 00143 | Loss(train) 0.6861 | Acc(train) 0.7783 | Acc(val) 0.8610 |
Epoch 00144 | Loss(train) 0.6927 | Acc(train) 0.7462 | Acc(val) 0.8690 |
Epoch 00145 | Loss(train) 0.7264 | Acc(train) 0.7480 | Acc(val) 0.8984 |*
Epoch 00146 | Loss(train) 0.7009 | Acc(train) 0.7738 | Acc(val) 0.9011 |*
Epoch 00147 | Loss(train) 0.7369 | Acc(train) 0.7596 | Acc(val) 0.8797 |
Epoch 00148 | Loss(train) 0.7178 | Acc(train) 0.7569 | Acc(val) 0.8770 |
Epoch 00149 | Loss(train) 0.7084 | Acc(train) 0.7569 | Acc(val) 0.8770 |
Epoch 00150 | Loss(train) 0.6596 | Acc(train) 0.7783 | Acc(val) 0.8797 |
Epoch 00151 | Loss(train) 0.6937 | Acc(train) 0.7792 | Acc(val) 0.8824 |
Epoch 00152 | Loss(train) 0.6980 | Acc(train) 0.7676 | Acc(val) 0.8690 |
Epoch 00153 | Loss(train) 0.6711 | Acc(train) 0.7667 | Acc(val) 0.8583 |
Epoch 00154 | Loss(train) 0.7096 | Acc(train) 0.7533 | Acc(val) 0.8770 |
Epoch 00155 | Loss(train) 0.7188 | Acc(train) 0.7587 | Acc(val) 0.8850 |
Epoch 00156 | Loss(train) 0.6919 | Acc(train) 0.7676 | Acc(val) 0.8850 |
Epoch 00157 | Loss(train) 0.7144 | Acc(train) 0.7649 | Acc(val) 0.8824 |
Epoch 00158 | Loss(train) 0.7279 | Acc(train) 0.7400 | Acc(val) 0.8824 |
Epoch 00159 | Loss(train) 0.6997 | Acc(train) 0.7542 | Acc(val) 0.8824 |
Epoch 00160 | Loss(train) 0.6798 | Acc(train) 0.7711 | Acc(val) 0.8877 |
Epoch 00161 | Loss(train) 0.6749 | Acc(train) 0.7658 | Acc(val) 0.8904 |
Epoch 00162 | Loss(train) 0.7174 | Acc(train) 0.7471 | Acc(val) 0.8797 |
Epoch 00163 | Loss(train) 0.6958 | Acc(train) 0.7409 | Acc(val) 0.8690 |
Epoch 00164 | Loss(train) 0.7395 | Acc(train) 0.7400 | Acc(val) 0.8770 |
Epoch 00165 | Loss(train) 0.7165 | Acc(train) 0.7720 | Acc(val) 0.9091 |*
Epoch 00166 | Loss(train) 0.7010 | Acc(train) 0.7551 | Acc(val) 0.9037 |
Epoch 00167 | Loss(train) 0.7058 | Acc(train) 0.7542 | Acc(val) 0.8824 |
Epoch 00168 | Loss(train) 0.6817 | Acc(train) 0.7676 | Acc(val) 0.8797 |
Epoch 00169 | Loss(train) 0.7168 | Acc(train) 0.7560 | Acc(val) 0.8770 |
Epoch 00170 | Loss(train) 0.6897 | Acc(train) 0.7640 | Acc(val) 0.8930 |
Epoch 00171 | Loss(train) 0.6639 | Acc(train) 0.7685 | Acc(val) 0.8930 |
Epoch 00172 | Loss(train) 0.7156 | Acc(train) 0.7587 | Acc(val) 0.8984 |
Epoch 00173 | Loss(train) 0.7116 | Acc(train) 0.7569 | Acc(val) 0.8824 |
Epoch 00174 | Loss(train) 0.6650 | Acc(train) 0.7774 | Acc(val) 0.8797 |
Epoch 00175 | Loss(train) 0.7052 | Acc(train) 0.7605 | Acc(val) 0.8877 |
Epoch 00176 | Loss(train) 0.6830 | Acc(train) 0.7836 | Acc(val) 0.9064 |
Epoch 00177 | Loss(train) 0.6575 | Acc(train) 0.7720 | Acc(val) 0.9037 |
Epoch 00178 | Loss(train) 0.7135 | Acc(train) 0.7542 | Acc(val) 0.8824 |
Epoch 00179 | Loss(train) 0.6972 | Acc(train) 0.7605 | Acc(val) 0.8743 |
Epoch 00180 | Loss(train) 0.7358 | Acc(train) 0.7738 | Acc(val) 0.8717 |
Epoch 00181 | Loss(train) 0.6729 | Acc(train) 0.7881 | Acc(val) 0.8877 |
Epoch 00182 | Loss(train) 0.6405 | Acc(train) 0.7765 | Acc(val) 0.9037 |
Epoch 00183 | Loss(train) 0.7346 | Acc(train) 0.7578 | Acc(val) 0.8770 |
Epoch 00184 | Loss(train) 0.6997 | Acc(train) 0.7640 | Acc(val) 0.8770 |
Epoch 00185 | Loss(train) 0.6964 | Acc(train) 0.7587 | Acc(val) 0.8743 |
Epoch 00186 | Loss(train) 0.7033 | Acc(train) 0.7658 | Acc(val) 0.8877 |
Epoch 00187 | Loss(train) 0.7301 | Acc(train) 0.7453 | Acc(val) 0.9011 |
Epoch 00188 | Loss(train) 0.7387 | Acc(train) 0.7489 | Acc(val) 0.9011 |
Epoch 00189 | Loss(train) 0.6616 | Acc(train) 0.7845 | Acc(val) 0.8770 |
Epoch 00190 | Loss(train) 0.6557 | Acc(train) 0.7898 | Acc(val) 0.8770 |
Epoch 00191 | Loss(train) 0.6410 | Acc(train) 0.7863 | Acc(val) 0.8877 |
Epoch 00192 | Loss(train) 0.6633 | Acc(train) 0.7631 | Acc(val) 0.8984 |
Epoch 00193 | Loss(train) 0.6047 | Acc(train) 0.7765 | Acc(val) 0.8850 |
Epoch 00194 | Loss(train) 0.6317 | Acc(train) 0.7952 | Acc(val) 0.8850 |
Epoch 00195 | Loss(train) 0.6350 | Acc(train) 0.7845 | Acc(val) 0.8877 |
Epoch 00196 | Loss(train) 0.6463 | Acc(train) 0.7640 | Acc(val) 0.8957 |
Epoch 00197 | Loss(train) 0.6560 | Acc(train) 0.7916 | Acc(val) 0.8877 |
Epoch 00198 | Loss(train) 0.6183 | Acc(train) 0.7872 | Acc(val) 0.8824 |
Epoch 00199 | Loss(train) 0.6895 | Acc(train) 0.7631 | Acc(val) 0.8743 |
Epoch 00200 | Loss(train) 0.6551 | Acc(train) 0.7640 | Acc(val) 0.8984 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'GATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 106.29 MB
GPU Memory Reserved: 244.00 MB
Exp 9/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.1397 | Acc(train) 0.1006 | Acc(val) 0.2941 |*
Epoch 00002 | Loss(train) 2.4082 | Acc(train) 0.2315 | Acc(val) 0.4091 |*
Epoch 00003 | Loss(train) 1.9892 | Acc(train) 0.2297 | Acc(val) 0.5080 |*
Epoch 00004 | Loss(train) 1.9879 | Acc(train) 0.2386 | Acc(val) 0.4679 |
Epoch 00005 | Loss(train) 1.9941 | Acc(train) 0.2449 | Acc(val) 0.5027 |
Epoch 00006 | Loss(train) 1.9452 | Acc(train) 0.2832 | Acc(val) 0.4893 |
Epoch 00007 | Loss(train) 1.9209 | Acc(train) 0.2707 | Acc(val) 0.4251 |
Epoch 00008 | Loss(train) 1.9065 | Acc(train) 0.3019 | Acc(val) 0.4225 |
Epoch 00009 | Loss(train) 1.8670 | Acc(train) 0.3152 | Acc(val) 0.4358 |
Epoch 00010 | Loss(train) 1.8519 | Acc(train) 0.2939 | Acc(val) 0.4545 |
Epoch 00011 | Loss(train) 1.8115 | Acc(train) 0.3526 | Acc(val) 0.4519 |
Epoch 00012 | Loss(train) 1.7834 | Acc(train) 0.3678 | Acc(val) 0.4920 |
Epoch 00013 | Loss(train) 1.7980 | Acc(train) 0.3580 | Acc(val) 0.5321 |*
Epoch 00014 | Loss(train) 1.7520 | Acc(train) 0.3713 | Acc(val) 0.5374 |*
Epoch 00015 | Loss(train) 1.7204 | Acc(train) 0.3918 | Acc(val) 0.5535 |*
Epoch 00016 | Loss(train) 1.7189 | Acc(train) 0.3731 | Acc(val) 0.5588 |*
Epoch 00017 | Loss(train) 1.7010 | Acc(train) 0.3989 | Acc(val) 0.5588 |
Epoch 00018 | Loss(train) 1.6726 | Acc(train) 0.4132 | Acc(val) 0.5615 |*
Epoch 00019 | Loss(train) 1.6412 | Acc(train) 0.4150 | Acc(val) 0.5615 |
Epoch 00020 | Loss(train) 1.5989 | Acc(train) 0.4328 | Acc(val) 0.5802 |*
Epoch 00021 | Loss(train) 1.5641 | Acc(train) 0.4426 | Acc(val) 0.5882 |*
Epoch 00022 | Loss(train) 1.5601 | Acc(train) 0.4319 | Acc(val) 0.5749 |
Epoch 00023 | Loss(train) 1.5362 | Acc(train) 0.4550 | Acc(val) 0.5695 |
Epoch 00024 | Loss(train) 1.5053 | Acc(train) 0.4630 | Acc(val) 0.5615 |
Epoch 00025 | Loss(train) 1.4542 | Acc(train) 0.4835 | Acc(val) 0.5642 |
Epoch 00026 | Loss(train) 1.6286 | Acc(train) 0.4960 | Acc(val) 0.5642 |
Epoch 00027 | Loss(train) 1.4061 | Acc(train) 0.4969 | Acc(val) 0.5642 |
Epoch 00028 | Loss(train) 1.3756 | Acc(train) 0.5067 | Acc(val) 0.5668 |
Epoch 00029 | Loss(train) 1.3664 | Acc(train) 0.5111 | Acc(val) 0.5909 |*
Epoch 00030 | Loss(train) 1.3533 | Acc(train) 0.5085 | Acc(val) 0.6230 |*
Epoch 00031 | Loss(train) 1.3251 | Acc(train) 0.5156 | Acc(val) 0.6551 |*
Epoch 00032 | Loss(train) 1.2807 | Acc(train) 0.5200 | Acc(val) 0.6658 |*
Epoch 00033 | Loss(train) 1.2580 | Acc(train) 0.5565 | Acc(val) 0.6872 |*
Epoch 00034 | Loss(train) 1.2583 | Acc(train) 0.5298 | Acc(val) 0.6791 |
Epoch 00035 | Loss(train) 1.3113 | Acc(train) 0.5352 | Acc(val) 0.7005 |*
Epoch 00036 | Loss(train) 1.1755 | Acc(train) 0.5663 | Acc(val) 0.7273 |*
Epoch 00037 | Loss(train) 1.1938 | Acc(train) 0.5512 | Acc(val) 0.7460 |*
Epoch 00038 | Loss(train) 1.1624 | Acc(train) 0.5574 | Acc(val) 0.7674 |*
Epoch 00039 | Loss(train) 1.1044 | Acc(train) 0.5993 | Acc(val) 0.7513 |
Epoch 00040 | Loss(train) 1.1298 | Acc(train) 0.5770 | Acc(val) 0.7620 |
Epoch 00041 | Loss(train) 1.1164 | Acc(train) 0.5904 | Acc(val) 0.7888 |*
Epoch 00042 | Loss(train) 1.0447 | Acc(train) 0.6242 | Acc(val) 0.7941 |*
Epoch 00043 | Loss(train) 1.0993 | Acc(train) 0.5984 | Acc(val) 0.7807 |
Epoch 00044 | Loss(train) 1.0537 | Acc(train) 0.6109 | Acc(val) 0.7834 |
Epoch 00045 | Loss(train) 1.1001 | Acc(train) 0.6055 | Acc(val) 0.8182 |*
Epoch 00046 | Loss(train) 1.0375 | Acc(train) 0.6180 | Acc(val) 0.8155 |
Epoch 00047 | Loss(train) 1.0238 | Acc(train) 0.6260 | Acc(val) 0.7995 |
Epoch 00048 | Loss(train) 1.0403 | Acc(train) 0.6082 | Acc(val) 0.8075 |
Epoch 00049 | Loss(train) 0.9904 | Acc(train) 0.6483 | Acc(val) 0.8182 |
Epoch 00050 | Loss(train) 0.9987 | Acc(train) 0.6438 | Acc(val) 0.8182 |
Epoch 00051 | Loss(train) 0.9590 | Acc(train) 0.6492 | Acc(val) 0.8262 |*
Epoch 00052 | Loss(train) 0.9581 | Acc(train) 0.6598 | Acc(val) 0.7834 |
Epoch 00053 | Loss(train) 0.9353 | Acc(train) 0.6545 | Acc(val) 0.7754 |
Epoch 00054 | Loss(train) 1.0133 | Acc(train) 0.6331 | Acc(val) 0.8128 |
Epoch 00055 | Loss(train) 0.9371 | Acc(train) 0.6634 | Acc(val) 0.7807 |
Epoch 00056 | Loss(train) 1.0218 | Acc(train) 0.6091 | Acc(val) 0.8449 |*
Epoch 00057 | Loss(train) 0.8905 | Acc(train) 0.6830 | Acc(val) 0.8262 |
Epoch 00058 | Loss(train) 0.9663 | Acc(train) 0.6563 | Acc(val) 0.8209 |
Epoch 00059 | Loss(train) 0.9626 | Acc(train) 0.6661 | Acc(val) 0.8396 |
Epoch 00060 | Loss(train) 0.8890 | Acc(train) 0.6901 | Acc(val) 0.8289 |
Epoch 00061 | Loss(train) 0.9152 | Acc(train) 0.6696 | Acc(val) 0.8289 |
Epoch 00062 | Loss(train) 0.8990 | Acc(train) 0.6776 | Acc(val) 0.8396 |
Epoch 00063 | Loss(train) 0.8884 | Acc(train) 0.6901 | Acc(val) 0.8316 |
Epoch 00064 | Loss(train) 0.8886 | Acc(train) 0.6830 | Acc(val) 0.8369 |
Epoch 00065 | Loss(train) 0.8917 | Acc(train) 0.6732 | Acc(val) 0.8422 |
Epoch 00066 | Loss(train) 0.8771 | Acc(train) 0.6848 | Acc(val) 0.8262 |
Epoch 00067 | Loss(train) 0.9416 | Acc(train) 0.6634 | Acc(val) 0.8422 |
Epoch 00068 | Loss(train) 0.8679 | Acc(train) 0.6955 | Acc(val) 0.8449 |
Epoch 00069 | Loss(train) 0.8525 | Acc(train) 0.7017 | Acc(val) 0.8422 |
Epoch 00070 | Loss(train) 0.8527 | Acc(train) 0.6955 | Acc(val) 0.8342 |
Epoch 00071 | Loss(train) 0.8788 | Acc(train) 0.6776 | Acc(val) 0.8422 |
Epoch 00072 | Loss(train) 0.8086 | Acc(train) 0.6981 | Acc(val) 0.8422 |
Epoch 00073 | Loss(train) 0.8641 | Acc(train) 0.6776 | Acc(val) 0.8476 |*
Epoch 00074 | Loss(train) 0.8624 | Acc(train) 0.6794 | Acc(val) 0.8636 |*
Epoch 00075 | Loss(train) 0.8442 | Acc(train) 0.7017 | Acc(val) 0.8503 |
Epoch 00076 | Loss(train) 0.8843 | Acc(train) 0.6946 | Acc(val) 0.8476 |
Epoch 00077 | Loss(train) 0.8249 | Acc(train) 0.6955 | Acc(val) 0.8422 |
Epoch 00078 | Loss(train) 0.7994 | Acc(train) 0.7106 | Acc(val) 0.8422 |
Epoch 00079 | Loss(train) 0.8250 | Acc(train) 0.6963 | Acc(val) 0.8556 |
Epoch 00080 | Loss(train) 0.7844 | Acc(train) 0.7266 | Acc(val) 0.8529 |
Epoch 00081 | Loss(train) 0.8508 | Acc(train) 0.7150 | Acc(val) 0.8529 |
Epoch 00082 | Loss(train) 0.8027 | Acc(train) 0.7124 | Acc(val) 0.8476 |
Epoch 00083 | Loss(train) 0.7849 | Acc(train) 0.7257 | Acc(val) 0.8449 |
Epoch 00084 | Loss(train) 0.8278 | Acc(train) 0.7159 | Acc(val) 0.8449 |
Epoch 00085 | Loss(train) 0.8181 | Acc(train) 0.7035 | Acc(val) 0.8449 |
Epoch 00086 | Loss(train) 0.7846 | Acc(train) 0.7177 | Acc(val) 0.8583 |
Epoch 00087 | Loss(train) 0.7742 | Acc(train) 0.7195 | Acc(val) 0.8476 |
Epoch 00088 | Loss(train) 0.7421 | Acc(train) 0.7257 | Acc(val) 0.8556 |
Epoch 00089 | Loss(train) 0.7771 | Acc(train) 0.7222 | Acc(val) 0.8449 |
Epoch 00090 | Loss(train) 0.7672 | Acc(train) 0.7097 | Acc(val) 0.8476 |
Epoch 00091 | Loss(train) 0.7933 | Acc(train) 0.7231 | Acc(val) 0.8717 |*
Epoch 00092 | Loss(train) 0.7959 | Acc(train) 0.7213 | Acc(val) 0.8770 |*
Epoch 00093 | Loss(train) 0.7876 | Acc(train) 0.7240 | Acc(val) 0.8770 |
Epoch 00094 | Loss(train) 0.7935 | Acc(train) 0.7133 | Acc(val) 0.8636 |
Epoch 00095 | Loss(train) 0.7960 | Acc(train) 0.7159 | Acc(val) 0.8503 |
Epoch 00096 | Loss(train) 0.7363 | Acc(train) 0.7569 | Acc(val) 0.8503 |
Epoch 00097 | Loss(train) 0.7927 | Acc(train) 0.7204 | Acc(val) 0.8610 |
Epoch 00098 | Loss(train) 0.7544 | Acc(train) 0.7293 | Acc(val) 0.8770 |
Epoch 00099 | Loss(train) 0.7901 | Acc(train) 0.7240 | Acc(val) 0.8824 |*
Epoch 00100 | Loss(train) 0.7891 | Acc(train) 0.7097 | Acc(val) 0.8556 |
Epoch 00101 | Loss(train) 0.7547 | Acc(train) 0.7195 | Acc(val) 0.8663 |
Epoch 00102 | Loss(train) 0.7781 | Acc(train) 0.7320 | Acc(val) 0.8824 |
Epoch 00103 | Loss(train) 0.7404 | Acc(train) 0.7364 | Acc(val) 0.8850 |*
Epoch 00104 | Loss(train) 0.7550 | Acc(train) 0.7400 | Acc(val) 0.8930 |*
Epoch 00105 | Loss(train) 0.7895 | Acc(train) 0.7284 | Acc(val) 0.8717 |
Epoch 00106 | Loss(train) 0.7430 | Acc(train) 0.7240 | Acc(val) 0.8770 |
Epoch 00107 | Loss(train) 0.7628 | Acc(train) 0.7302 | Acc(val) 0.8904 |
Epoch 00108 | Loss(train) 0.7083 | Acc(train) 0.7409 | Acc(val) 0.8957 |*
Epoch 00109 | Loss(train) 0.7389 | Acc(train) 0.7382 | Acc(val) 0.8904 |
Epoch 00110 | Loss(train) 0.7554 | Acc(train) 0.7248 | Acc(val) 0.8690 |
Epoch 00111 | Loss(train) 0.7678 | Acc(train) 0.7418 | Acc(val) 0.8797 |
Epoch 00112 | Loss(train) 0.7596 | Acc(train) 0.7311 | Acc(val) 0.9037 |*
Epoch 00113 | Loss(train) 0.7437 | Acc(train) 0.7257 | Acc(val) 0.9064 |*
Epoch 00114 | Loss(train) 0.7599 | Acc(train) 0.7373 | Acc(val) 0.8770 |
Epoch 00115 | Loss(train) 0.7182 | Acc(train) 0.7507 | Acc(val) 0.8824 |
Epoch 00116 | Loss(train) 0.7208 | Acc(train) 0.7587 | Acc(val) 0.8930 |
Epoch 00117 | Loss(train) 0.7635 | Acc(train) 0.7444 | Acc(val) 0.9011 |
Epoch 00118 | Loss(train) 0.6971 | Acc(train) 0.7569 | Acc(val) 0.9011 |
Epoch 00119 | Loss(train) 0.6965 | Acc(train) 0.7658 | Acc(val) 0.8824 |
Epoch 00120 | Loss(train) 0.7309 | Acc(train) 0.7453 | Acc(val) 0.8877 |
Epoch 00121 | Loss(train) 0.7171 | Acc(train) 0.7649 | Acc(val) 0.9064 |
Epoch 00122 | Loss(train) 0.8169 | Acc(train) 0.7266 | Acc(val) 0.8770 |
Epoch 00123 | Loss(train) 0.7378 | Acc(train) 0.7507 | Acc(val) 0.8770 |
Epoch 00124 | Loss(train) 0.7304 | Acc(train) 0.7311 | Acc(val) 0.8824 |
Epoch 00125 | Loss(train) 0.7268 | Acc(train) 0.7391 | Acc(val) 0.8904 |
Epoch 00126 | Loss(train) 0.7002 | Acc(train) 0.7507 | Acc(val) 0.9064 |
Epoch 00127 | Loss(train) 0.7396 | Acc(train) 0.7418 | Acc(val) 0.9064 |
Epoch 00128 | Loss(train) 0.7384 | Acc(train) 0.7489 | Acc(val) 0.8904 |
Epoch 00129 | Loss(train) 0.6916 | Acc(train) 0.7480 | Acc(val) 0.8930 |
Epoch 00130 | Loss(train) 0.7022 | Acc(train) 0.7622 | Acc(val) 0.8824 |
Epoch 00131 | Loss(train) 0.6971 | Acc(train) 0.7658 | Acc(val) 0.8797 |
Epoch 00132 | Loss(train) 0.7175 | Acc(train) 0.7524 | Acc(val) 0.8957 |
Epoch 00133 | Loss(train) 0.7099 | Acc(train) 0.7418 | Acc(val) 0.9011 |
Epoch 00134 | Loss(train) 0.7112 | Acc(train) 0.7418 | Acc(val) 0.9064 |
Epoch 00135 | Loss(train) 0.7036 | Acc(train) 0.7427 | Acc(val) 0.9064 |
Epoch 00136 | Loss(train) 0.7014 | Acc(train) 0.7631 | Acc(val) 0.8957 |
Epoch 00137 | Loss(train) 0.6815 | Acc(train) 0.7685 | Acc(val) 0.9091 |*
Epoch 00138 | Loss(train) 0.6934 | Acc(train) 0.7560 | Acc(val) 0.9037 |
Epoch 00139 | Loss(train) 0.6897 | Acc(train) 0.7560 | Acc(val) 0.9091 |
Epoch 00140 | Loss(train) 0.6422 | Acc(train) 0.7809 | Acc(val) 0.9091 |
Epoch 00141 | Loss(train) 0.6885 | Acc(train) 0.7596 | Acc(val) 0.9171 |*
Epoch 00142 | Loss(train) 0.6809 | Acc(train) 0.7569 | Acc(val) 0.9064 |
Epoch 00143 | Loss(train) 0.7187 | Acc(train) 0.7560 | Acc(val) 0.8904 |
Epoch 00144 | Loss(train) 0.7645 | Acc(train) 0.7462 | Acc(val) 0.8957 |
Epoch 00145 | Loss(train) 0.6572 | Acc(train) 0.7658 | Acc(val) 0.9011 |
Epoch 00146 | Loss(train) 0.7193 | Acc(train) 0.7462 | Acc(val) 0.8930 |
Epoch 00147 | Loss(train) 0.7241 | Acc(train) 0.7444 | Acc(val) 0.8850 |
Epoch 00148 | Loss(train) 0.6809 | Acc(train) 0.7676 | Acc(val) 0.8904 |
Epoch 00149 | Loss(train) 0.6834 | Acc(train) 0.7747 | Acc(val) 0.9037 |
Epoch 00150 | Loss(train) 0.6736 | Acc(train) 0.7818 | Acc(val) 0.9037 |
Epoch 00151 | Loss(train) 0.7418 | Acc(train) 0.7480 | Acc(val) 0.9091 |
Epoch 00152 | Loss(train) 0.6895 | Acc(train) 0.7551 | Acc(val) 0.8797 |
Epoch 00153 | Loss(train) 0.7085 | Acc(train) 0.7614 | Acc(val) 0.8904 |
